Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Att,Att,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Rush_Att,Rush_Yds,Rush_Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Opp_Rush_Att,Opp_Rush_Yds,Y/A,TD,Rush,Pass,Tot,TO
387,TAM,2024-09-08,2024,37,20,146.4,0,6.43,5.34,33:41,89.1,30,30,Sun,1,1,,WAS,W 37-20,37,20,17,57,24,30,6,80.0,280,4,0,13.3,0.0,146.4,1,9,3.23,9.3,9.03,12.00,11.61,11.7,30,112,3.7,0,392,61,6.43,56,5.34,0,33:41,3:02,17,24,70.8,161,0,2,23,0,89.1,30,138,4.6,3,-26,119,93,0
388,WAS,2024-09-08,2024,20,37,93.1,0,5.34,6.43,26:19,145.1,30,30,Sun,1,1,@,TAM,L 20-37,20,37,-17,57,17,24,7,70.8,161,0,0,0.0,0.0,93.1,2,23,7.69,6.7,6.19,6.71,6.19,9.5,30,138,4.6,3,299,56,5.34,61,6.43,0,26:19,3:02,24,30,80.0,280,4,1,9,0,145.1,30,112,3.7,0,26,-119,-93,0
389,GNB,2024-09-06,2024,29,34,80.7,2,7.14,5.54,27:13,78.8,21,38,Fri,1,1,@,PHI,L 29-34,29,34,-5,63,17,35,18,48.6,251,2,1,5.7,2.9,80.7,2,9,5.41,7.2,6.78,7.03,6.65,14.8,21,163,7.8,1,414,58,7.14,74,5.54,1,27:13,3:29,20,34,58.8,266,2,2,12,2,78.8,38,144,3.8,2,19,-15,4,2
390,PHI,2024-09-06,2024,34,29,80.3,-2,5.54,7.14,32:47,79.6,38,21,Fri,1,1,,GNB,W 34-29,34,29,5,63,20,34,14,58.8,266,2,2,5.9,5.9,80.3,2,12,5.56,7.8,7.39,6.35,6.00,13.3,38,144,3.8,2,410,74,5.54,58,7.14,3,32:47,3:29,17,35,48.6,251,2,2,9,1,79.6,21,163,7.8,1,-19,15,-4,-2
391,KAN,2024-09-05,2024,27,20,101.9,0,7.06,6.11,26:17,90.2,20,32,Thu,1,1,,BAL,W 27-20,27,20,7,47,20,28,8,71.4,281,1,1,3.6,3.6,101.9,2,10,6.67,10.0,9.37,9.14,8.53,14.1,20,72,3.6,2,353,50,7.06,74,6.11,1,26:17,3:10,26,41,63.4,267,1,1,6,0,90.2,32,185,5.8,1,-113,14,-99,0
392,BAL,2024-09-05,2024,20,27,90.8,0,6.11,7.06,33:43,100.4,32,20,Thu,1,1,@,KAN,L 20-27,20,27,-7,47,26,41,15,63.4,267,1,0,2.4,0.0,90.8,1,6,2.38,6.5,6.36,7.00,6.83,10.3,32,185,5.8,1,452,74,6.11,50,7.06,1,33:43,3:10,20,28,71.4,281,1,2,10,1,100.4,20,72,3.6,2,113,-14,99,0
393,CAR,2024-01-07,2023,0,9,74.8,-2,3.98,3.56,28:36,69.1,29,29,Sun,17,18,,TAM,L 0-9,0,9,-9,9,11,18,7,61.1,68,0,0,0.0,0.0,74.8,3,26,14.29,3.8,3.24,3.78,3.24,6.2,29,131,4.5,0,199,50,3.98,64,3.56,2,28:36,2:35,20,32,62.5,115,0,3,22,0,69.1,29,113,3.9,0,18,-47,-29,-2
394,TAM,2024-01-07,2023,9,0,72.0,2,3.56,3.98,31:24,68.7,29,29,Sun,17,18,@,CAR,W 9-0,9,0,9,9,20,32,12,62.5,115,0,0,0.0,0.0,72.0,3,22,8.57,3.6,3.29,3.59,3.29,5.8,29,113,3.9,0,228,64,3.56,50,3.98,0,31:24,2:35,11,18,61.1,68,0,3,26,0,68.7,29,131,4.5,0,-18,47,29,2
395,CIN,2024-01-07,2023,31,14,111.6,1,5.38,4.60,35:46,59.8,30,24,Sun,17,18,,CLE,W 31-14,31,14,17,45,21,28,7,75.0,145,3,1,10.7,3.6,111.6,3,31,9.68,5.2,4.68,5.71,5.16,6.9,30,183,6.1,1,328,61,5.38,53,4.60,1,35:46,2:55,13,26,50.0,140,2,3,26,2,59.8,24,104,4.3,0,79,5,84,1
396,CLE,2024-01-07,2023,14,31,63.9,-1,4.60,5.38,24:14,107.0,24,30,Sun,17,18,@,CIN,L 14-31,14,31,-17,45,13,26,13,50.0,140,2,2,7.7,7.7,63.9,3,26,10.34,5.4,4.83,3.46,3.10,10.8,24,104,4.3,0,244,53,4.60,61,5.38,2,24:14,2:55,21,28,75.0,145,3,3,31,1,107.0,30,183,6.1,1,-79,-5,-84,-1
397,ARI,2024-01-07,2023,20,21,110.7,0,6.75,6.17,36:03,101.6,38,25,Sun,17,18,,SEA,L 20-21,20,21,-1,41,22,30,8,73.3,260,1,0,3.3,0.0,110.7,1,2,3.23,8.7,8.39,9.33,9.03,11.8,38,206,5.4,1,466,69,6.75,53,6.17,0,36:03,2:59,16,28,57.1,189,2,0,0,0,101.6,25,138,5.5,0,68,71,139,0
398,SEA,2024-01-07,2023,21,20,101.6,0,6.17,6.75,23:57,110.4,25,38,Sun,17,18,@,ARI,W 21-20,21,20,1,41,16,28,12,57.1,189,2,0,7.1,0.0,101.6,0,0,0.00,6.8,6.75,8.18,8.18,11.8,25,138,5.5,0,327,53,6.17,69,6.75,0,23:57,2:59,22,30,73.3,260,1,1,2,0,110.4,38,206,5.4,1,-68,-71,-139,0
399,DET,2024-01-07,2023,30,20,124.5,2,6.80,6.40,25:01,89.1,23,22,Sun,17,18,,MIN,W 30-20,30,20,10,50,23,32,9,71.9,311,2,0,6.3,0.0,124.5,1,9,3.03,9.7,9.42,10.97,10.64,13.5,23,70,3.0,2,381,56,6.80,70,6.40,0,25:01,3:05,30,44,68.2,359,2,4,37,2,89.1,22,89,4.0,0,-19,-48,-67,2
400,MIN,2024-01-07,2023,20,30,92.6,-2,6.40,6.80,34:59,123.3,22,23,Sun,17,18,@,DET,L 20-30,20,30,-10,50,30,44,14,68.2,359,2,2,4.5,4.5,92.6,4,37,8.33,8.2,7.48,7.02,6.44,12.0,22,89,4.0,0,448,70,6.40,56,6.80,2,34:59,3:05,23,32,71.9,311,2,1,9,0,123.3,23,70,3.0,2,19,48,67,-2
401,CHI,2024-01-07,2023,9,17,97.9,1,4.17,7.20,28:36,127.6,25,27,Sun,17,18,@,GNB,L 9-17,9,17,-8,26,11,16,5,68.8,117,0,0,0.0,0.0,97.9,5,31,23.81,7.3,5.57,7.31,5.57,10.6,25,75,3.0,0,192,46,4.17,60,7.20,0,28:36,2:35,27,32,84.4,308,2,1,8,0,127.6,27,124,4.6,0,-49,-191,-240,1
402,GNB,2024-01-07,2023,17,9,128.6,-1,7.20,4.17,31:24,89.8,27,25,Sun,17,18,,CHI,W 17-9,17,9,8,26,27,32,5,84.4,308,2,0,6.3,0.0,128.6,1,8,3.03,9.6,9.33,10.88,10.55,11.4,27,124,4.6,0,432,60,7.20,46,4.17,1,31:24,2:35,11,16,68.8,117,0,5,31,0,89.8,25,75,3.0,0,49,191,240,-1
403,BUF,2024-01-07,2023,21,14,101.6,-1,6.14,5.73,38:07,61.8,36,20,Sun,17,18,@,MIA,W 21-14,21,14,7,35,30,38,8,78.9,345,2,2,5.3,5.3,101.6,3,14,7.32,9.1,8.41,7.76,7.20,11.5,36,128,3.6,0,473,77,6.14,48,5.73,3,38:07,3:00,17,27,63.0,167,1,1,6,2,61.8,20,108,5.4,1,20,178,198,-1
404,MIA,2024-01-07,2023,14,21,62.7,1,5.73,6.14,21:53,100.1,20,36,Sun,17,18,,BUF,L 14-21,14,21,-7,35,17,27,10,63.0,167,1,2,3.7,7.4,62.7,1,6,3.57,6.2,5.96,3.59,3.46,9.8,20,108,5.4,1,275,48,5.73,77,6.14,2,21:53,3:00,30,38,78.9,345,2,3,14,2,100.1,36,128,3.6,0,-20,-178,-198,1
405,ATL,2024-01-07,2023,17,48,97.4,-3,6.48,6.06,26:10,142.9,25,35,Sun,17,18,@,NOR,L 17-48,17,48,-31,65,25,34,9,73.5,311,2,2,5.9,5.9,97.4,1,7,2.86,9.1,8.89,7.68,7.46,12.4,25,78,3.1,0,389,60,6.48,66,6.06,3,26:10,3:02,22,28,78.6,246,4,3,18,0,142.9,35,154,4.4,2,-76,65,-11,-3
406,NOR,2024-01-07,2023,48,17,145.5,3,6.06,6.48,33:50,96.6,35,25,Sun,17,18,,ATL,W 48-17,48,17,31,65,22,28,6,78.6,246,4,0,14.3,0.0,145.5,3,18,9.68,8.8,7.94,11.64,10.52,11.2,35,154,4.4,2,400,66,6.06,60,6.48,0,33:50,3:02,25,34,73.5,311,2,1,7,2,96.6,25,78,3.1,0,76,-65,11,3
407,NWE,2024-01-07,2023,3,17,20.1,-1,2.05,4.03,26:18,49.8,21,42,Sun,17,18,,NYJ,L 3-17,3,17,-14,20,12,30,18,40.0,31,0,2,0.0,6.7,20.1,7,57,18.92,1.0,0.84,-1.97,-1.59,2.6,21,88,4.2,0,119,58,2.05,63,4.03,2,26:18,3:05,8,20,40.0,69,0,1,1,0,49.8,42,185,4.4,1,-97,-38,-135,-1
408,NYJ,2024-01-07,2023,17,3,50.0,1,4.03,2.05,33:42,20.1,42,21,Sun,17,18,@,NWE,W 17-3,17,3,14,20,8,20,12,40.0,69,0,0,0.0,0.0,50.0,1,1,4.76,3.5,3.29,3.45,3.29,8.6,42,185,4.4,1,254,63,4.03,58,2.05,1,33:42,3:05,12,30,40.0,31,0,7,57,2,20.1,21,88,4.2,0,97,38,135,1
409,NYG,2024-01-07,2023,27,10,99.0,3,6.29,4.60,32:57,53.7,30,24,Sun,17,18,,PHI,W 27-10,27,10,17,37,25,34,9,73.5,306,1,1,2.9,2.9,99.0,2,5,5.56,9.0,8.50,8.26,7.81,12.2,30,109,3.6,2,415,66,6.29,65,4.60,1,32:57,2:48,20,36,55.6,166,1,5,37,2,53.7,24,133,5.5,0,-24,140,116,3
410,PHI,2024-01-07,2023,10,27,58.0,-3,4.60,6.29,27:03,98.4,24,30,Sun,17,18,@,NYG,L 10-27,10,27,-17,37,20,36,16,55.6,166,1,2,2.8,5.6,58.0,5,37,12.20,4.6,4.05,2.67,2.34,8.3,24,133,5.5,0,299,65,4.60,66,6.29,4,27:03,2:48,25,34,73.5,306,1,2,5,1,98.4,30,109,3.6,2,24,-140,-116,-3
411,JAX,2024-01-07,2023,20,28,81.5,-1,5.48,5.95,32:17,87.3,23,26,Sun,17,18,@,TEN,L 20-28,20,28,-8,48,29,43,14,67.4,280,2,2,4.7,4.7,81.5,0,0,0.00,6.5,6.51,5.35,5.35,9.7,23,82,3.6,0,362,66,5.48,55,5.95,2,32:17,2:56,17,27,63.0,152,2,2,16,1,87.3,26,175,6.7,2,-93,128,35,-1
412,TEN,2024-01-07,2023,28,20,89.7,1,5.95,5.48,27:43,81.5,26,23,Sun,17,18,,JAX,W 28-20,28,20,8,48,17,27,10,63.0,152,2,1,7.4,3.7,89.7,2,16,6.90,5.6,5.24,5.44,5.07,8.9,26,175,6.7,2,327,55,5.95,66,5.48,1,27:43,2:56,29,43,67.4,280,2,0,0,2,81.5,23,82,3.6,0,93,-128,-35,1
413,DEN,2024-01-07,2023,14,27,82.0,-1,4.85,5.44,29:24,104.9,20,31,Sun,17,18,@,LVR,L 14-27,14,27,-13,41,20,34,14,58.8,238,1,1,2.9,2.9,82.0,5,34,12.82,7.0,6.10,6.26,5.46,11.9,20,48,2.4,1,286,59,4.85,66,5.44,1,29:24,2:56,20,32,62.5,230,2,3,14,0,104.9,31,129,4.2,1,-81,8,-73,-1
414,LVR,2024-01-07,2023,27,14,106.8,1,5.44,4.85,30:36,77.8,31,20,Sun,17,18,,DEN,W 27-14,27,14,13,41,20,32,12,62.5,230,2,0,6.3,0.0,106.8,3,14,8.57,7.2,6.57,8.44,7.71,11.5,31,129,4.2,1,359,66,5.44,59,4.85,0,30:36,2:56,20,34,58.8,238,1,5,34,1,77.8,20,48,2.4,1,81,-8,73,1
415,KAN,2024-01-07,2023,13,12,51.3,0,4.54,4.41,27:05,72.6,28,30,Sun,17,18,@,LAC,W 13-12,13,12,1,25,15,30,15,50.0,145,0,1,0.0,3.3,51.3,1,9,3.23,4.8,4.68,3.33,3.23,9.7,28,123,4.4,0,268,59,4.54,80,4.41,1,27:05,2:59,28,47,59.6,235,0,3,23,0,72.6,30,118,3.9,0,5,-90,-85,0
416,LAC,2024-01-07,2023,12,13,74.6,0,4.41,4.54,32:55,50.0,30,28,Sun,17,18,,KAN,L 12-13,12,13,-1,25,28,47,19,59.6,235,0,0,0.0,0.0,74.6,3,23,6.00,5.0,4.70,5.00,4.70,8.4,30,118,3.9,0,353,80,4.41,59,4.54,1,32:55,2:59,15,30,50.0,145,0,1,9,1,50.0,28,123,4.4,0,-5,90,85,0
417,LAR,2024-01-07,2023,21,20,99.8,0,4.16,5.17,31:00,94.2,36,29,Sun,17,18,@,SFO,W 21-20,21,20,1,41,17,24,7,70.8,149,2,1,8.3,4.2,99.8,2,14,7.69,6.2,5.73,6.00,5.54,8.8,36,109,3.0,1,258,62,4.16,58,5.17,1,31:00,2:52,16,26,61.5,175,1,3,14,0,94.2,29,125,4.3,2,-16,-26,-42,0
418,SFO,2024-01-07,2023,20,21,96.5,0,5.17,4.16,29:00,97.4,29,36,Sun,17,18,,LAR,L 20-21,20,21,-1,41,16,26,10,61.5,175,1,0,3.8,0.0,96.5,3,14,10.34,6.7,6.03,7.50,6.72,10.9,29,125,4.3,2,300,58,5.17,62,4.16,1,29:00,2:52,17,24,70.8,149,2,2,14,1,97.4,36,109,3.0,1,16,26,42,0
419,DAL,2024-01-07,2023,38,10,121.8,2,6.38,3.67,33:55,63.1,29,17,Sun,17,18,@,WAS,W 38-10,38,10,28,48,34,40,6,85.0,309,4,1,10.0,2.5,121.8,0,0,0.00,7.7,7.73,8.60,8.60,9.1,29,131,4.5,1,440,69,6.38,49,3.67,1,33:55,2:44,20,28,71.4,130,1,4,27,2,63.1,17,50,2.9,0,81,179,260,2
420,WAS,2024-01-07,2023,10,38,67.1,-2,3.67,6.38,26:05,121.8,17,29,Sun,17,18,,DAL,L 10-38,10,38,-28,48,20,28,8,71.4,130,1,2,3.6,7.1,67.1,4,27,12.50,4.6,4.06,2.14,1.88,6.5,17,50,2.9,0,180,49,3.67,69,6.38,3,26:05,2:44,34,40,85.0,309,4,0,0,1,121.8,29,131,4.5,1,-81,-179,-260,-2
421,IND,2024-01-06,2023,19,23,71.7,-1,5.81,5.46,30:42,131.2,37,28,Sat,17,18,,HOU,L 19-23,19,23,-4,42,13,24,11,54.2,133,0,0,0.0,0.0,71.7,1,8,4.00,5.5,5.32,5.54,5.32,10.2,37,227,6.1,1,360,62,5.81,56,5.46,1,30:42,3:05,20,26,76.9,246,2,2,18,0,131.2,28,60,2.1,1,167,-113,54,-1
422,HOU,2024-01-06,2023,23,19,134.1,1,5.46,5.81,29:18,70.3,28,37,Sat,17,18,@,IND,W 23-19,23,19,4,42,20,26,6,76.9,246,2,0,7.7,0.0,134.1,2,18,7.14,9.5,8.79,11.00,10.21,12.3,28,60,2.1,1,306,56,5.46,62,5.81,0,29:18,3:05,13,24,54.2,133,0,1,8,0,70.3,37,227,6.1,1,-167,113,-54,1
423,PIT,2024-01-06,2023,17,10,115.0,0,4.66,3.93,34:54,76.2,39,25,Sat,17,18,@,BAL,W 17-10,17,10,7,27,18,20,2,90.0,134,1,0,5.0,0.0,115.0,3,18,13.04,6.7,5.83,7.70,6.70,7.4,39,155,4.0,1,289,62,4.66,57,3.93,2,34:54,2:56,15,28,53.6,118,1,4,28,0,76.2,25,106,4.2,0,49,16,65,0
424,BAL,2024-01-06,2023,10,17,80.4,0,3.93,4.66,25:06,111.2,25,39,Sat,17,18,,PIT,L 10-17,10,17,-7,27,15,28,13,53.6,118,1,0,3.6,0.0,80.4,4,28,12.50,4.2,3.69,4.93,4.31,7.9,25,106,4.2,0,224,57,3.93,62,4.66,2,25:06,2:56,18,20,90.0,134,1,3,18,0,111.2,39,155,4.0,1,-49,-16,-65,0
425,BUF,2023-12-31,2023,27,21,53.3,3,4.13,5.55,32:52,44.4,37,24,Sun,16,17,,NWE,W 27-21,27,21,6,48,15,30,15,50.0,154,0,1,0.0,3.3,53.3,1,15,3.23,5.1,4.97,3.63,3.52,10.3,37,127,3.4,2,281,68,4.13,53,5.55,1,32:52,2:58,16,26,61.5,191,0,3,18,3,44.4,24,103,4.3,2,24,-37,-13,3
426,NWE,2023-12-31,2023,21,27,47.3,-3,5.55,4.13,27:08,51.3,24,37,Sun,16,17,@,BUF,L 21-27,21,27,-6,48,16,26,10,61.5,191,0,3,0.0,11.5,47.3,3,18,10.34,7.3,6.59,2.15,1.93,11.9,24,103,4.3,2,294,53,5.55,68,4.13,4,27:08,2:58,15,30,50.0,154,0,1,15,1,51.3,37,127,3.4,2,-24,37,13,-3
427,ATL,2023-12-31,2023,17,37,28.2,-4,5.20,6.00,22:46,95.8,24,37,Sun,16,17,@,CHI,L 17-37,17,37,-20,54,13,33,20,39.4,173,1,4,3.0,12.1,28.2,2,7,5.71,5.2,4.94,0.39,0.37,13.3,24,134,5.6,1,307,59,5.20,72,6.00,4,22:46,3:15,20,32,62.5,240,1,3,28,0,95.8,37,192,5.2,3,-58,-67,-125,-4
428,CHI,2023-12-31,2023,37,17,99.5,4,6.00,5.20,37:14,27.3,37,24,Sun,16,17,,ATL,W 37-17,37,17,20,54,20,32,12,62.5,240,1,0,3.1,0.0,99.5,3,28,8.57,7.5,6.86,8.13,7.43,12.0,37,192,5.2,3,432,72,6.00,59,5.20,0,37:14,3:15,13,33,39.4,173,1,2,7,4,27.3,24,134,5.6,1,58,67,125,4
429,IND,2023-12-31,2023,23,20,111.5,0,6.58,5.00,26:16,94.8,29,25,Sun,16,17,,LVR,W 23-20,23,20,3,43,15,23,8,65.2,215,1,0,4.3,0.0,111.5,1,9,4.17,9.3,8.96,10.22,9.79,14.3,29,134,4.6,1,349,53,6.58,74,5.00,0,26:16,2:58,30,47,63.8,286,2,2,13,0,94.8,25,84,3.4,0,50,-71,-21,0
430,LVR,2023-12-31,2023,20,23,96.0,0,5.00,6.58,33:44,109.9,25,29,Sun,16,17,@,IND,L 20-23,20,23,-3,43,30,47,17,63.8,286,2,0,4.3,0.0,96.0,2,13,4.08,6.1,5.84,6.94,6.65,9.5,25,84,3.4,0,370,74,5.00,53,6.58,0,33:44,2:58,15,23,65.2,215,1,1,9,0,109.9,29,134,4.6,1,-50,71,21,0
431,DEN,2023-12-31,2023,16,9,93.7,1,4.67,4.78,33:46,78.3,33,24,Sun,16,17,,LAC,W 16-9,16,9,7,25,20,32,12,62.5,212,1,0,3.1,0.0,93.7,2,12,5.88,6.6,6.24,7.25,6.82,10.6,33,101,3.1,0,313,67,4.67,63,4.78,0,33:46,2:56,24,38,63.2,215,0,1,5,0,78.3,24,86,3.6,0,15,-3,12,1
432,LAC,2023-12-31,2023,9,16,78.8,-1,4.78,4.67,26:14,92.2,24,33,Sun,16,17,@,DEN,L 9-16,9,16,-7,25,24,38,14,63.2,215,0,0,0.0,0.0,78.8,1,5,2.56,5.7,5.51,5.66,5.51,9.0,24,86,3.6,0,301,63,4.78,67,4.67,1,26:14,2:56,20,32,62.5,212,1,2,12,0,92.2,33,101,3.1,0,-15,3,-12,-1
433,HOU,2023-12-31,2023,26,3,102.7,1,5.11,3.53,33:11,81.2,28,21,Sun,16,17,,TEN,W 26-3,26,3,23,29,24,32,8,75.0,201,1,0,3.1,0.0,102.7,1,12,3.03,6.3,6.09,6.91,6.70,8.4,28,111,4.0,0,312,61,5.11,53,3.53,0,33:11,2:39,18,26,69.2,134,0,6,50,0,81.2,21,53,2.5,0,58,67,125,1
434,TEN,2023-12-31,2023,3,26,89.3,-1,3.53,5.11,26:49,101.2,21,28,Sun,16,17,@,HOU,L 3-26,3,26,-23,29,18,26,8,69.2,134,0,0,0.0,0.0,89.3,6,50,18.75,5.2,4.19,5.15,4.19,7.4,21,53,2.5,0,187,53,3.53,61,5.11,1,26:49,2:39,24,32,75.0,201,1,1,12,0,101.2,28,111,4.0,0,-58,-67,-125,-1
435,CAR,2023-12-31,2023,0,26,53.1,-1,2.34,5.11,26:31,89.2,15,35,Sun,16,17,@,JAX,L 0-26,0,26,-26,26,19,32,13,59.4,67,0,1,0.0,3.1,53.1,6,45,15.79,2.1,1.76,0.69,0.58,3.5,15,57,3.8,0,124,53,2.34,62,5.11,1,26:31,2:49,17,24,70.8,162,0,3,16,0,89.2,35,155,4.4,2,-98,-95,-193,-1
436,JAX,2023-12-31,2023,26,0,92.0,1,5.11,2.34,33:29,51.0,35,15,Sun,16,17,,CAR,W 26-0,26,0,26,26,17,24,7,70.8,162,0,0,0.0,0.0,92.0,3,16,11.11,6.8,6.00,6.75,6.00,9.5,35,155,4.4,2,317,62,5.11,53,2.34,0,33:29,2:49,19,32,59.4,67,0,6,45,1,51.0,15,57,3.8,0,98,95,193,1
437,CIN,2023-12-31,2023,17,25,85.0,1,3.70,7.04,34:17,108.5,32,22,Sun,16,17,@,KAN,L 17-25,17,25,-8,42,19,33,14,57.6,159,1,0,3.0,0.0,85.0,6,38,15.38,4.8,4.08,5.42,4.59,8.4,32,104,3.3,1,263,71,3.70,53,7.04,0,34:17,2:56,21,29,72.4,241,1,2,4,0,108.5,22,132,6.0,0,-28,-82,-110,1
438,KAN,2023-12-31,2023,25,17,109.1,-1,7.04,3.70,25:43,80.2,22,32,Sun,16,17,,CIN,W 25-17,25,17,8,42,21,29,8,72.4,241,1,0,3.4,0.0,109.1,2,4,6.45,8.3,7.77,9.00,8.42,11.5,22,132,6.0,0,373,53,7.04,71,3.70,1,25:43,2:56,19,33,57.6,159,1,6,38,0,80.2,32,104,3.3,1,28,82,110,-1
439,GNB,2023-12-31,2023,33,10,128.7,1,6.44,4.06,37:32,65.1,39,16,Sun,16,17,@,MIN,W 33-10,33,10,23,43,25,34,9,73.5,293,3,0,8.8,0.0,128.7,0,0,0.00,8.6,8.62,10.38,10.38,11.7,39,177,4.5,1,470,73,6.44,52,4.06,1,37:32,2:57,18,32,56.3,144,1,4,36,1,65.1,16,67,4.2,0,110,149,259,1
440,MIN,2023-12-31,2023,10,33,69.8,-1,4.06,6.44,22:28,128.7,16,39,Sun,16,17,,GNB,L 10-33,10,33,-23,43,18,32,14,56.3,144,1,1,3.1,3.1,69.8,4,36,11.11,4.5,4.00,3.72,3.31,8.0,16,67,4.2,0,211,52,4.06,73,6.44,2,22:28,2:57,25,34,73.5,293,3,0,0,0,128.7,39,177,4.5,1,-110,-149,-259,-1
441,NYG,2023-12-31,2023,25,26,87.3,2,5.81,6.41,29:49,81.2,20,23,Sun,16,17,,LAR,L 25-26,25,26,-1,51,27,41,14,65.9,284,1,1,2.4,2.4,87.3,6,35,12.77,6.9,6.04,6.32,5.51,10.5,20,105,5.3,1,389,67,5.81,61,6.41,1,29:49,3:05,24,34,70.6,286,1,4,31,2,81.2,23,105,4.6,3,0,-2,-2,2
442,LAR,2023-12-31,2023,26,25,85.0,-2,6.41,5.81,30:11,83.8,23,20,Sun,16,17,@,NYG,W 26-25,26,25,1,51,24,34,10,70.6,286,1,2,2.9,5.9,85.0,4,31,10.53,8.4,7.53,6.35,5.68,11.9,23,105,4.6,3,391,61,6.41,67,5.81,3,30:11,3:05,27,41,65.9,284,1,6,35,1,83.8,20,105,5.3,1,0,2,2,-2
443,ARI,2023-12-31,2023,35,31,116.7,0,6.24,5.85,39:39,120.8,40,23,Sun,16,17,@,PHI,W 35-31,35,31,4,66,25,31,6,80.6,228,3,1,9.7,3.2,116.7,1,4,3.13,7.4,7.13,7.84,7.59,9.1,40,221,5.5,1,449,72,6.24,47,5.85,1,39:39,2:53,19,24,79.2,184,3,0,0,1,120.8,23,91,4.0,0,130,44,174,0
444,PHI,2023-12-31,2023,31,35,120.8,0,5.85,6.24,20:21,116.1,23,40,Sun,16,17,,ARI,L 31-35,31,35,-4,66,19,24,5,79.2,184,3,1,12.5,4.2,120.8,0,0,0.00,7.7,7.67,8.29,8.29,9.7,23,91,4.0,0,275,47,5.85,72,6.24,1,20:21,2:53,25,31,80.6,228,3,1,4,1,116.1,40,221,5.5,1,-130,-44,-174,0
445,MIA,2023-12-31,2023,19,56,71.9,-2,5.68,8.93,29:37,158.3,25,32,Sun,16,17,@,BAL,L 19-56,19,56,-37,75,22,38,16,57.9,221,2,2,5.3,5.3,71.9,3,16,7.32,5.8,5.39,4.50,4.17,10.0,25,154,6.2,0,375,66,5.68,55,8.93,3,29:37,3:10,19,22,86.4,331,6,1,9,0,158.3,32,160,5.0,2,-6,-110,-116,-2
446,BAL,2023-12-31,2023,56,19,158.3,2,8.93,5.68,30:23,70.2,32,25,Sun,16,17,,MIA,W 56-19,56,19,37,75,19,22,3,86.4,331,6,0,27.3,0.0,158.3,1,9,4.35,15.0,14.39,20.50,19.61,17.4,32,160,5.0,2,491,55,8.93,66,5.68,1,30:23,3:10,22,38,57.9,221,2,3,16,2,70.2,25,154,6.2,0,6,110,116,2
447,PIT,2023-12-31,2023,30,23,112.2,1,6.59,7.53,37:33,105.7,46,15,Sun,16,17,@,SEA,W 30-23,30,23,7,53,18,24,6,75.0,266,0,0,0.0,0.0,112.2,1,8,4.00,11.1,10.64,11.08,10.64,14.8,46,202,4.4,3,468,71,6.59,49,7.53,0,37:33,2:57,23,33,69.7,281,1,1,9,0,105.7,15,88,5.9,1,114,-15,99,1
448,SEA,2023-12-31,2023,23,30,106.9,-1,7.53,6.59,22:27,110.8,15,46,Sun,16,17,,PIT,L 23-30,23,30,-7,53,23,33,10,69.7,281,1,0,3.0,0.0,106.9,1,9,2.94,8.5,8.26,9.12,8.85,12.2,15,88,5.9,1,369,49,7.53,71,6.59,1,22:27,2:57,18,24,75.0,266,0,1,8,0,110.8,46,202,4.4,3,-114,15,-99,-1
449,NOR,2023-12-31,2023,23,13,108.5,4,4.43,6.98,36:38,89.5,35,15,Sun,16,17,@,TAM,W 23-13,23,13,10,36,25,34,9,73.5,202,2,0,5.9,0.0,108.5,1,6,2.86,5.9,5.77,7.12,6.91,8.1,35,108,3.1,0,310,70,4.43,50,6.98,0,36:38,3:01,22,33,66.7,292,2,2,17,2,89.5,15,57,3.8,0,51,-90,-39,4
450,TAM,2023-12-31,2023,13,23,91.6,-4,6.98,4.43,23:22,107.7,15,35,Sun,16,17,,NOR,L 13-23,13,23,-10,36,22,33,11,66.7,292,2,2,6.1,6.1,91.6,2,17,5.71,8.8,8.34,7.33,6.91,13.3,15,57,3.8,0,349,50,6.98,70,4.43,4,23:22,3:01,25,34,73.5,202,2,1,6,0,107.7,35,108,3.1,0,-51,90,39,-4
451,SFO,2023-12-31,2023,27,10,124.7,2,6.00,5.23,38:13,59.1,39,14,Sun,16,17,@,WAS,W 27-10,27,10,17,37,22,28,6,78.6,224,2,0,7.1,0.0,124.7,1,6,3.45,8.0,7.72,9.43,9.10,10.2,39,184,4.7,1,408,68,6.00,43,5.23,0,38:13,2:44,17,28,60.7,163,1,1,6,2,59.1,14,62,4.4,0,122,61,183,2
452,WAS,2023-12-31,2023,10,27,60.0,-2,5.23,6.00,21:47,123.8,14,39,Sun,16,17,,SFO,L 10-27,10,27,-17,37,17,28,11,60.7,163,1,2,3.6,7.1,60.0,1,6,3.45,5.8,5.62,3.32,3.21,9.6,14,62,4.4,0,225,43,5.23,68,6.00,2,21:47,2:44,22,28,78.6,224,2,1,6,0,123.8,39,184,4.7,1,-122,-61,-183,-2
